Planes,SatsPerPlane,inclination,MCG,Rejected0,Rejected1,Rejected2,Rejected3,Rejected4
3,5,25.0,51.3513,191,1,1,2
3,6,25.0,54.26827,195,1,2,2
4,3,25.0,26.41608,199,1,2,3
4,4,25.0,21.15545,203,1,2,4
4,5,20.0,58.12547,207,1,2,4
4,6,25.0,9.4429,211,1,2,5
5,3,20.0,29.95363,214,1,3,5
5,4,20.0,21.61408,217,1,4,5
5,5,20.0,16.57848,220,1,5,5
5,6,20.0,13.22442,223,1,6,5
6,3,20.0,28.1304,226,1,7,5
6,4,20.0,19.63328,229,1,8,5
6,5,20.0,14.55553,232,1,9,5
6,6,20.0,11.14932,235,1,10,5
